0, 0, Header, 1, 1, 480
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 500000
1, 0, Control_c, 0, 121, 0
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 91, 0
1, 0, Control_c, 0, 93, 0
1, 0, MIDI_port, 0
1, 0, Note_on_c, 0, 26, 80
1, 455, Note_on_c, 0, 26, 0
1, 480, Note_on_c, 0, 28, 80
1, 935, Note_on_c, 0, 28, 0
1, 960, Note_on_c, 0, 29, 80
1, 1415, Note_on_c, 0, 29, 0
1, 1440, Note_on_c, 0, 31, 80
1, 1895, Note_on_c, 0, 31, 0
1, 1920, Note_on_c, 0, 33, 80
1, 2375, Note_on_c, 0, 33, 0
1, 2400, Note_on_c, 0, 35, 80
1, 2855, Note_on_c, 0, 35, 0
1, 2880, Note_on_c, 0, 36, 80
1, 3335, Note_on_c, 0, 36, 0
1, 3360, Note_on_c, 0, 38, 80
1, 3815, Note_on_c, 0, 38, 0
1, 3840, Note_on_c, 0, 40, 80
1, 4295, Note_on_c, 0, 40, 0
1, 4320, Note_on_c, 0, 41, 80
1, 4775, Note_on_c, 0, 41, 0
1, 4800, Note_on_c, 0, 43, 80
1, 5255, Note_on_c, 0, 43, 0
1, 5280, Note_on_c, 0, 45, 80
1, 5735, Note_on_c, 0, 45, 0
1, 5760, Note_on_c, 0, 43, 80
1, 6215, Note_on_c, 0, 43, 0
1, 6240, Note_on_c, 0, 45, 80
1, 6695, Note_on_c, 0, 45, 0
1, 6720, Note_on_c, 0, 47, 80
1, 7175, Note_on_c, 0, 47, 0
1, 7200, Note_on_c, 0, 48, 80
1, 7655, Note_on_c, 0, 48, 0
1, 7680, Note_on_c, 0, 50, 80
1, 8135, Note_on_c, 0, 50, 0
1, 8160, Note_on_c, 0, 52, 80
1, 8615, Note_on_c, 0, 52, 0
1, 8640, Note_on_c, 0, 53, 80
1, 9095, Note_on_c, 0, 53, 0
1, 9120, Note_on_c, 0, 55, 80
1, 9575, Note_on_c, 0, 55, 0
1, 9600, Note_on_c, 0, 57, 80
1, 10055, Note_on_c, 0, 57, 0
1, 10080, Note_on_c, 0, 59, 80
1, 10535, Note_on_c, 0, 59, 0
1, 10560, Note_on_c, 0, 60, 80
